,0,1
0,468.1844482421875,2.127807855606079
1,583.9148559570312,0.1154397502541542
2,607.4009399414062,0.03145990148186684
3,649.59765625,0.020816665142774582
4,669.8485717773438,0.012353962287306786
5,674.1087036132812,0.01273936778306961
6,673.6268310546875,0.011907927691936493
7,677.9945068359375,0.011236974969506264
8,709.916015625,0.00656523834913969
9,694.0164794921875,0.009086734615266323
10,688.3657836914062,0.00968980137258768
11,699.676513671875,0.007536450866609812
12,735.05322265625,0.007655319757759571
13,725.884521484375,0.006110714748501778
14,763.4010009765625,0.0033569629304111004
15,773.694091796875,0.0026704685296863317
16,751.8906860351562,0.0037128939293324947
17,748.2427978515625,0.00443271454423666
18,773.9486694335938,0.002710646018385887
19,796.6828002929688,0.0021667126566171646
20,798.3856201171875,0.0019434458808973432
21,779.1837768554688,0.0025899724569171667
22,783.1338500976562,0.0029365629889070988
23,787.3450317382812,0.0022568916901946068
24,795.5188598632812,0.002143251011148095
25,816.884033203125,0.0022912994027137756
26,800.8380126953125,0.0020458202343434095
27,822.22607421875,0.0014207980129867792
28,859.7052612304688,0.0011179494904354215
29,848.9534912109375,0.001490312279202044
30,820.805908203125,0.0015522956382483244
31,875.0254516601562,0.0006652256124652922
32,852.6246337890625,0.0010071353754028678
33,891.6813354492188,0.0006497909780591726
34,875.4963989257812,0.0006525234784930944
35,857.3099975585938,0.0011834092438220978
36,838.1356201171875,0.0011920927790924907
37,858.314697265625,0.0011893113842234015
38,863.1661987304688,0.001094789244234562
39,904.475341796875,0.0008329640841111541
40,874.0664672851562,0.0009116143919527531
41,936.10107421875,0.0006449511856772006
42,889.739990234375,0.0007177495281212032
43,inf,192.1311798095703
44,352.53564453125,1.4390414953231812
45,439.8688659667969,0.6107019782066345
46,478.3414001464844,0.24877424538135529
47,505.6598205566406,0.12203126400709152
48,467.61846923828125,0.2200111597776413
49,447.4949951171875,0.327664852142334
50,442.9072265625,0.28068122267723083
51,477.5574951171875,0.23789295554161072
52,483.5610046386719,0.1594916433095932
53,486.87664794921875,0.17715679109096527
54,492.05877685546875,0.2654190957546234
55,492.1567687988281,0.1503009796142578
56,500.0194091796875,0.12679491937160492
57,500.6921691894531,0.12501052021980286
58,630.0731201171875,4.408574104309082
59,416.5656433105469,0.8897422552108765
60,451.4026794433594,0.37922191619873047
61,483.6683654785156,0.282625287771225
62,479.7779235839844,0.2728312611579895
63,498.7857360839844,0.20641838014125824
64,522.3648681640625,0.37269097566604614
65,457.88226318359375,0.22442759573459625
66,445.3271789550781,0.3322952091693878
67,478.927734375,0.16541193425655365
68,482.81512451171875,0.175388902425766
69,513.6029052734375,0.10369493812322617
70,520.1914672851562,0.09695630520582199
71,510.2922668457031,0.11966229230165482
72,506.15008544921875,0.12027642130851746
73,519.3010864257812,0.10293729603290558
74,495.7568664550781,0.15315869450569153
75,486.9284362792969,0.1921970546245575
76,503.521240234375,0.1131330356001854
77,558.6846313476562,0.06334234029054642
78,548.0202026367188,0.06529635936021805
79,573.2911987304688,0.04303416982293129
80,515.6690673828125,0.10452839732170105
81,558.6621704101562,0.06458456814289093
82,568.95751953125,0.05142184719443321
83,580.3152465820312,0.046554919332265854
84,583.4228515625,0.04301972687244415
85,598.3173217773438,0.033543843775987625
86,624.27099609375,0.02287718839943409
87,641.8963623046875,0.021007083356380463
88,612.3355102539062,0.03602349013090134
89,609.8253784179688,0.026293523609638214
90,676.7513427734375,0.04167213663458824
91,621.1515502929688,0.02851065807044506
92,649.7506713867188,0.018854765221476555
93,665.8217163085938,0.015145224519073963
94,689.9566040039062,0.01159607246518135
95,654.15478515625,0.01320800930261612
96,657.09033203125,0.01695740781724453
97,666.9701538085938,0.013276094570755959
98,613.8328247070312,0.027144303545355797
99,661.8602294921875,0.01855659857392311
